text,alpha2_code,language_code,date,cluster,country,tokens,state
Per l’Ue i profughi dell’Ucraina non sono tutti uguali - EuropaToday,CH,it,2022-03-03,Current Information Refugees,Switzerland,22,Zug
Guerra in Ucraina: accordo Ue sulla protezione temporanea per ... - EURACTIV Italia,CH,it,2022-03-03,Current Information War,Switzerland,24,Bremen
"Russia-Ucraina, c’è l’accordo ma non basta. Svolta storica per l’Ue sui rifugiati - QuiFinanza",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,34,Geneva
Abbonamenti gratis al bike sharing e donazioni ai rifugiati ucraini - MilanoToday.it,CH,it,2022-03-03,Current Information Refugees,Switzerland,22,Hesse
"Rifugiati ucraini, l'Italia pronta ad accoglierli: ""Abituati alle ... - Gli Stranieri, news immigrazione",CH,it,2022-03-03,Current Information Refugees,Switzerland,38,Jura
EMERGENZA UCRAINA: ROMA SI ORGANIZZA PER GLI AIUTI - Reti solidali,CH,it,2022-03-03,Current Information Refugees,Switzerland,26,Bern
"Aiuti all'Ucraina, il Comune pronto ad ospitare i rifugiati: «Occorre ... - Comune di Pesaro",CH,it,2022-03-03,Local Communities,Switzerland,31,Hamburg
"Profughi ucraini arrivati a San Lazzaro: ""Ho guidato per 35 ore con mia madre e miei tre figli""|VIDEO - BolognaToday",CH,it,2022-03-03,Children and Human Rights,Switzerland,38,Appenzell Ausserrhoden
Wizz Air sostiene i rifugiati ucraini con 100.000 posti gratuiti - Qualitytravel.it,CH,it,2022-03-03,Local Communities,Switzerland,25,Saarland
"Come aiutare l’Ucraina, dalla raccolta fondi all'offerta di alloggi per i rifugiati - idealista.it/news",CH,it,2022-03-03,Local Communities,Switzerland,34,Fribourg
Sfogliamondo: l'allarme per la crisi umanitaria in Ucraina - AGI - Agenzia Italia,CH,it,2022-03-03,Current Information War,Switzerland,30,Nidwalden
La Croce rossa: «Evitate le raccolte di cibo improvvisate per l'Ucraina» - Panorama,CH,it,2022-03-03,Volunteering and Donations,Switzerland,29,Berlin
Le Capitali - Mosca diffonde fake news per minare il sostegno ... - EURACTIV Italia,CH,it,2022-03-03,Current Information Refugees,Switzerland,23,Schaffhausen
Guerra in Ucraina: la grande paura della Moldavia - Osservatorio Balcani e Caucaso,CH,it,2022-03-03,Refugee Routes from Ukraine,Switzerland,26,Bremen
Il Giappone scopre le sue carte nella guerra in Ucraina - ISPI,CH,it,2022-03-03,Volunteering and Donations,Switzerland,18,Baden-Württemberg
"Emergenza Ucraina, come aiutare dalla provincia di Mantova - Mantovauno.it",CH,it,2022-03-03,Current Information War,Switzerland,21,Geneva
Nei tunnel della metropolitana di Kiev si rifugiano almeno 1500 persone - L'HuffPost,CH,it,2022-03-03,Current Information Refugees,Switzerland,25,Vaud
"Ucraina, Unicef: mezzo milione di bambini rifugiati a una settimana ... - Panorama della Sanità",CH,it,2022-03-03,Children and Human Rights,Switzerland,30,Schwyz
"Ucraina, storica decisione del Consiglio Ue sui profughi. Nel testo i possibili scenari della crisi:… - Il Fatto Quotidiano",CH,it,2022-03-03,Local Communities,Switzerland,40,Obwalden
"Ucraina, aiuti dalla moda: Giorgio Armani, Lvmh, Gucci e Valentino sostengono i soccorsi alla ... - Il Sole 24 ORE",CH,it,2022-03-03,Volunteering and Donations,Switzerland,40,Schleswig-Holstein
"Guerra Ucraina - Russia, al confine polacco si inverte la coda: c'è ... - La Stampa",CH,it,2022-03-03,Current Information War,Switzerland,28,Solothurn
"Guerra in Ucraina, riunione in Prefettura a Frosinone per la gestione ... - L'Inchiesta Quotidiano OnLine",CH,it,2022-03-03,Current Information War,Switzerland,36,Schleswig-Holstein
Come funziona l'accoglienza dei rifugiati ucraini in Olanda? - +31mag.nl,CH,it,2022-03-03,Current Information Refugees,Switzerland,27,Neuchâtel
"Ucraina: Save the Children, 400.000 bambini in fuga dal paese in ... - Save the Children Italia",CH,it,2022-03-03,Children and Human Rights,Switzerland,27,Hamburg
Il Comune in cerca di case e appartamenti da affittare per ospitare i rifugiati dall'Ucraina - RiminiToday,CH,it,2022-03-03,Local Communities,Switzerland,31,Mecklenburg-Vorpommern
Le storie delle donne in fuga con i bambini dall'Ucraina - Cosmopolitan,CH,it,2022-03-03,Children and Human Rights,Switzerland,21,Mecklenburg-Vorpommern
"Ucraina, anche la moda fa la sua parte - Vanity Fair Italia",CH,it,2022-03-03,Volunteering and Donations,Switzerland,15,Valais
Ucraina: il World Food Programme fornisce assistenza alimentare ai ... - Dissapore,CH,it,2022-03-03,Volunteering and Donations,Switzerland,20,Zurich
"Bambini oncologici in Ucraina, Bologna offre ospitalità - Corriere della Sera",CH,it,2022-03-03,Children and Human Rights,Switzerland,23,Rhineland-Palatinate
Come aiutare l'Ucraina da smartphone tramite SMS - Telefonino.net,CH,it,2022-03-03,Volunteering and Donations,Switzerland,18,Bremen
Mai vissuto momenti simili: l'invasione dell'Ucraina raccontata a ... - Fanpage.it,CH,it,2022-03-03,Current Information War,Switzerland,28,Bavaria
Profughi Ucraina in Italia: quanti ne arriveranno e come li gestiremo? - LA NOTIZIA,CH,it,2022-03-03,Current Information Refugees,Switzerland,27,Brandenburg
"Permessi di un anno anche ai non ucraini, vinta la resistenza dei Paesi di Visegrad - la Repubblica",CH,it,2022-03-03,Volunteering and Donations,Switzerland,31,Bavaria
"Emergenza Ucraina, scatta il piano profughi della Prefettura di Rimini - ChiamamiCittà",CH,it,2022-03-03,Local Communities,Switzerland,28,Rhineland-Palatinate
"Un milione di profughi, l'Ue vara la protezione temporanea - Agenzia ANSA",CH,it,2022-03-03,Migration Apart from Ukraine,Switzerland,25,Hesse
Emergenza Ucraina: indicazioni per i novatesi - Comune di Novate Milanese,CH,it,2022-03-03,Current Information War,Switzerland,22,Sankt Gallen
"Profughi Ucraina, dalla prefettura di Bergamo 60 posti. Parrocchie e privati offrono appartamenti alla Caritas - Corriere Bergamo - Corriere della Sera",CH,it,2022-03-03,Volunteering and Donations,Switzerland,44,Neuchâtel
Unhcr: in sette giorni un milione di profughi. Accordo Ue su protezione temporanea ai rifugiati - Il Sole 24 ORE,CH,it,2022-03-03,Accomodation,Switzerland,37,Glarus
"'Ndrangheta, Russia e Ucraina: così lontane, così vicine - I Calabresi",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,27,North Rhine-Westphalia
"Guerra Russia-Ucraina, le foto di oggi: la resistenza di Kiev sotto assedio, l’emergenza profughi in… - Il Fatto Quotidiano",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,39,Uri
La discriminazione dei profughi. In Polonia trattamenti diversi a ... - Farodiroma,CH,it,2022-03-03,Accomodation,Switzerland,21,Valais
Crisi ucraina: c'è un'Africa che guarda a est? | Rivista Africa - Rivista Africa,CH,it,2022-03-03,Current Information War,Switzerland,26,Grisons
"Bambini ucraini in fuga, il gran cuore di Napoli: offerti subito 600 posti - Il Riformista",CH,it,2022-03-03,Children and Human Rights,Switzerland,31,Vaud
"Ucraina, Protezione civile e Caritas Genova: non donate abiti usati - Redattore Sociale",CH,it,2022-03-03,Volunteering and Donations,Switzerland,26,Glarus
Intesa sui corridoi umanitari ma Putin non si ferma - Agenzia ANSA,CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,21,Geneva
Salvini prepara il viaggio al confine tra Polonia e Ucraina - Corriere della Sera,CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,24,Appenzell Innerrhoden
"Il post oltraggioso di Susanna Ceccardi (Lega): In Ucraina gli uomini combattono, gli africani invece… - Globalist.it",CH,it,2022-03-03,Current Information War,Switzerland,37,Schleswig-Holstein
Saluzzo: La Chiesa ortodossa prega per l'Ucraina - «In Romania ... - Il Corriere di Saluzzo,CH,it,2022-03-03,Statements by the Church,Switzerland,32,Solothurn
"Guerra Ucraina-Russia, Onu: un milione di profughi - Adnkronos",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,23,Basel
Come cambia la strategia energetica dell'Italia con la guerra in ... - Valigia Blu,CH,it,2022-03-03,Current Information Refugees,Switzerland,22,Lower Saxony
Ma davvero l'Ucraina può entrare subito nell'Ue? - Esquire Italia,CH,it,2022-03-03,Refugee Routes from Ukraine,Switzerland,22,Brandenburg
Nella Basilica di Santa Sofia a Roma si prega e si organizzano gli ... - ACI Stampa,CH,it,2022-03-03,Statements by the Church,Switzerland,24,Valais
"Chiusa l'area Covid al San Bassiano, ora ricoveri solo a Santorso. Aperti ambulatori per rifugiati ucraini - ilgazzettino.it",CH,it,2022-03-03,Local Communities,Switzerland,42,Bavaria
Bombardata l'Università di Kharkiv: quale futuro per gli studenti ... - Voci di Città,CH,it,2022-03-03,Children and Human Rights,Switzerland,26,Sankt Gallen
Protezione temporanea per i profughi - RSI.ch Informazione,CH,it,2022-03-03,Accomodation,Switzerland,17,Grisons
"Taglia su Putin, di quanti soldi e chi l'ha messa? Può fermare la ... - LA NOTIZIA",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,29,Aargau
"Guerra in Ucraina, intesa su una tregua temporanea per corridoi umanitari. Putin: “Distruggeremo l'anti-Russi… - La Stampa",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,44,Appenzell Ausserrhoden
Richiedenti asilo Viminale chiede un risarcimento a chi lavora - Stranieri in Italia,CH,it,2022-03-03,Problems Refugee Management,Switzerland,25,Glarus
"Il filo diretto della solidarietà, da Roma all'Ucraina - Romasette.it",CH,it,2022-03-03,Volunteering and Donations,Switzerland,22,Saxony-Anhalt
Ricciardi: «Grande campagna di vaccinazione anti-Covid per chi arriva dall'Ucraina» - Vanity Fair Italia,CH,it,2022-03-03,Local Communities,Switzerland,31,Glarus
Cosa sono le armi non convenzionali e quali sono usata in Ucraina - LifeGate,CH,it,2022-03-03,Current Information War,Switzerland,23,Glarus
La crisi umanitaria europea più grave del secolo - Collettiva.it,CH,it,2022-03-03,Migration Apart from Ukraine,Switzerland,19,Hesse
Torino invoca la pace - La Voce e il Tempo,CH,it,2022-03-03,Current Information Refugees,Switzerland,13,Saarland
«Basta con le navi quarantena» – Progetto Melting Pot Europa - Melting Pot,CH,it,2022-03-03,Current Information Refugees,Switzerland,22,Jura
"Le Iene, così Vladimir Putin tortura i prigionieri: ""Pestati, stuprati, umiliati con l'urina"". Un video-choc - Liberoquotidiano.it",CH,it,2022-03-03,Sanktions Russia and War Strategy,Switzerland,43,Schleswig-Holstein
Ucraina: la tragedia dei bambini | I volti delle vittime innocenti della ... - La Luce di Maria,CH,it,2022-03-03,Children and Human Rights,Switzerland,28,Bavaria
Asyl: Welche Regeln und Leistungen gelten für Ukraine-Flüchtlinge? - DW (Deutsch),DE,de,2022-03-04,Local Communities,Germany,28,Neuchâtel
Ukraine: Wie die Rechtsaußen-Szene Geflüchtete instrumentalisiert - Belltower News,DE,de,2022-03-04,Local Communities,Germany,23,Obwalden
Der Krieg in der Ukraine und seine Auswirkungen | Portal ... - Niedersächsische Landesbehörde für Straßenbau und Verkehr,DE,de,2022-03-04,Current Information War,Germany,34,Bremen
Kehrtwende in der EU-Flüchtlingspolitik? - DW (Deutsch),DE,de,2022-03-04,Migration Apart from Ukraine,Germany,23,Bern
"Krieg gegen die Ukraine: 1,25 Millionen Menschen auf der Flucht ... - tagesschau.de",DE,de,2022-03-04,Current Information War,Germany,23,Thurgau
Ukraine: Migrationsforscher rechnet mit „größter Flüchtlingskatastrophe seit Zweitem Weltkrieg“ - RND,DE,de,2022-03-04,Local Communities,Germany,36,Obwalden
Ukraine-Flüchtlinge: Nicht wie 2015 - FAZ - Frankfurter Allgemeine Zeitung,DE,de,2022-03-04,Local Communities,Germany,26,Solothurn
Ukraine-Krieg: Flüchtlinge in Ungarn - plötzlich dürfen alle rein ... - DER SPIEGEL,DE,de,2022-03-04,Local Communities,Germany,28,Uri
Massenzustromsrichtlinie: Ukrainer dürfen in die EU - Legal Tribune Online,DE,de,2022-03-04,Refugee Routes from Ukraine,Germany,20,Sankt Gallen
Ukrainische Grenze: Wie ein Associate sich ans Steuer setzte und half - JUVE,DE,de,2022-03-04,Volunteering and Donations,Germany,22,Lucerne
Ukraine: Mehr als eine Million auf der Flucht - Süddeutsche Zeitung - SZ.de,DE,de,2022-03-04,Volunteering and Donations,Germany,20,Sankt Gallen
"Ukraine-Krieg: Was Sie jetzt wissen müssen, wenn Sie im Kreis ... - Main-Post",DE,de,2022-03-04,Current Information War,Germany,21,Brandenburg
Polen: „Keine Misshandlung von Ausländern“ - Vatican News - Deutsch,DE,de,2022-03-04,Refugee Routes from Ukraine,Germany,20,North Rhine-Westphalia
Nordafrika-Exklave Melilla: „Extreme Gewalt“ – Mehr als 800 ... - WELT,DE,de,2022-03-04,Migration Apart from Ukraine,Germany,26,Hamburg
Krieg in der Ukraine : ++ Scholz fordert Waffenruhe ++ | tagesschau.de - tagesschau.de,DE,de,2022-03-04,Current Information War,Germany,29,Berlin
Racial Profiling? Flüchtlinge in Berlin haben Angst vor Rassismus in ... - Euronews,DE,de,2022-03-04,Current Information Refugees,Germany,26,Bremen
Samtgemeinde Hoya ist auf Flüchtlinge aus der Ukraine vorbereitet - kreiszeitung.de,DE,de,2022-03-04,Local Communities,Germany,25,North Rhine-Westphalia
Krieg in der Ukraine: Warum Deutschland den Flüchtenden eine Perspektive geben muss - RND,DE,de,2022-03-04,Current Information Refugees,Germany,23,Lower Saxony
Solidarität mit der Ukraine - Landkreis Teltow-Fläming,DE,de,2022-03-04,Volunteering and Donations,Germany,17,Bremen
Große Hilfsbereitschaft: Brandenburger Städte warten auf Hunderte ... - rbb24,DE,de,2022-03-04,Volunteering and Donations,Germany,24,Hamburg
Vorbereitungen auf ukrainische Flüchtlinge in Augsburg: Anker ... - StadtZeitung Augsburg,DE,de,2022-03-04,Local Communities,Germany,28,Baden-Württemberg
Russland-Ukraine-News: Prorussische Proteste in Belgrad ... - DER SPIEGEL,DE,de,2022-03-04,Sanktions Russia and War Strategy,Germany,22,Basel
Windhof-Kaserne: Bereit für die Flüchtlinge - Kusel - Rheinpfalz.de,DE,de,2022-03-04,Accomodation,Germany,26,North Rhine-Westphalia
„Meine Stadt wird zerbombt und meine Mutter in Russland glaubt mir nicht“ - FOCUS Online,DE,de,2022-03-04,Sanktions Russia and War Strategy,Germany,26,Saarland
Bitcoin: Profitiert die Ukraine oder eher Russland? - BTC-ECHO | Bitcoin & Blockchain seit 2014,DE,de,2022-03-04,Sanktions Russia and War Strategy,Germany,23,Appenzell Ausserrhoden
EU-Minister stimmen einstimmig für schnellen Schutz von ... - germany.representation.ec.europa.eu,DE,de,2022-03-04,Refugee Routes from Ukraine,Germany,25,North Rhine-Westphalia
Bodenseekreis: Ukraine-Flucht: Bodenseekreis bietet ... - Landratsamt Bodenseekreis,DE,de,2022-03-04,Volunteering and Donations,Germany,28,Aargau
Kommunen erhöhen Kapazitäten in den Erstaufnahmeeinrichtungen - Baden-Württemberg,DE,de,2022-03-04,Volunteering and Donations,Germany,30,Baden-Württemberg
Ukrainekonflikt: Kreis Wesel gibt Informationen zu Hilfsmöglichkeiten - Kreis Wesel,DE,de,2022-03-04,Volunteering and Donations,Germany,27,Bern
Ukraine-Flüchtlinge: Große Hilfsbereitschaft in Deutschland - RND,DE,de,2022-03-04,Current Information Refugees,Germany,21,Basel
Krieg in Osteuropa: Ungarn: Enorme Hilfsbereitschaft für Geflohene - Die Zeit,DE,de,2022-03-04,Refugee Routes from Ukraine,Germany,26,Aargau
Hinweise zum Umgang mit ukrainischen Geflüchteten - Landkreis Zwickau,DE,de,2022-03-04,Local Communities,Germany,24,Sankt Gallen
Bundesrat will ukrainischen Flüchtlingen mit Status S Schutz geben - watson,DE,de,2022-03-04,Local Communities,Germany,22,Saxony-Anhalt
Nützliche Informationen für Schutzsuchende - suedostschweiz.ch,DE,de,2022-03-04,Volunteering and Donations,Germany,17,Hesse
Ukraine: Wie ein Berliner aus Lwiw floh und nun Hilfstransporte für Flüchtende organisiert - RND,DE,de,2022-03-04,Current Information Refugees,Germany,30,North Rhine-Westphalia
Berlin erleichtert Aufnahme von Juden aus der Ukraine - DOMRADIO.DE,DE,de,2022-03-04,Statements by the Church,Germany,17,Schaffhausen
Stadt St. Ingbert: Ukrainekrise – so hilft St. Ingbert ... - Stadt St. Ingbert,DE,de,2022-03-04,Current Information War,Germany,25,Bern
Flüchtlinge in Berlin: Hohe Hilfsbereitschaft - und der Senat pennt - Süddeutsche Zeitung - SZ.de,DE,de,2022-03-04,Local Communities,Germany,31,Schwyz
Krieg gegen die Ukraine: ++ Biden sagt Polen Unterstützung zu ++ ... - tagesschau.de,DE,de,2022-03-04,Refugee Routes from Ukraine,Germany,23,Fribourg
Rassismus gegen Ukraine-Geflüchtete: Was ist dran an den ... - vorwärts.de,DE,de,2022-03-04,Current Information Refugees,Germany,26,Bavaria
Stadt Landau organisiert Online-Portal: Hilfe für Flüchtlinge aus der ... - Wochenblatt-Reporter,DE,de,2022-03-04,Accomodation,Germany,26,North Rhine-Westphalia
Ukraine: Wenn der Krieg das Zuhause bedroht - Deutsche Welthungerhilfe e.V.,DE,de,2022-03-04,Current Information War,Germany,24,Schwyz
Stadt Mainz nimmt erste Ukraine-Flüchtlinge auf - SWR Aktuell,DE,de,2022-03-04,Current Information Refugees,Germany,20,Neuchâtel
Impfaktion in der Botschaft der Ukraine am 10.03.2022 - Berlin.de,DE,de,2022-03-04,Local Communities,Germany,21,Neuchâtel
Hilfsprojekte in Stuttgart und Region: Stuttgart plant ein ... - Stuttgarter Nachrichten,DE,de,2022-03-04,Volunteering and Donations,Germany,21,North Rhine-Westphalia
Fürstenfeldbruck: Aus dem Krieg in der Ukraine ins Ankerzentrum - Süddeutsche Zeitung - SZ.de,DE,de,2022-03-04,Current Information War,Germany,27,Appenzell Innerrhoden
Beckum erwartet die ersten 29 Ukraine-Flüchtlinge - Die Glocke,DE,de,2022-03-04,Local Communities,Germany,21,Brandenburg
Kerzen und Bitten für den Frieden in der Ukraine - Bistum Essen,DE,de,2022-03-04,Current Information War,Germany,18,Glarus
Ukraine-Hilfe: Ratinger solidarisch mit den Opfern des Krieges - www.lokalkompass.de,DE,de,2022-03-04,Current Information War,Germany,27,Rhineland-Palatinate
